,Productos,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),periodo_inicio,periodo_fin,descripcion,union,CodigoConvocatoria,CodigoSicAgente,NombreAgenteComprador,FechaPublicacionAviso,PeriodoAContratar,FechaInicio,FechaFin,DuracionDias,meses,FechaPliegosParaConsulta,FechaPliegosDefinitivos,FechaLimiteRecepcionOfertas,AudienciaPublica,FechaMaximaFormalizacionContratos,Estado,TipoMercado,ExclusivaFNCER,FechaSuspension,FechaReactivacion,FechaCancelacion,FechaCierreConvocatoria
826,CP-HLAC2021-001-PROD04,249.09,249.09,196.4,01/01/2022,31/12/2025,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, en especial la No. 130 de 2019, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía de su mercado regulado, para los años 2022 - 2025",CP-HLAC2021-001/ELECTROHUILA/HLAC/01%2F01%2F2022/31%2F12%2F2025/false/Regulado,CP-HLAC2021-001,HLAC,ELECTROHUILA,25/01/2021,01/01/2022 al 31/12/2025,01/01/2022,31/12/2025,1460.0,48.0,29/01/2021,18/02/2021,19/03/2021,02/04/2021,21/04/2021,Cerrada y adjudicada,Regulado,NO,,,,04/05/2021
827,CP-HLAC2021-001-PROD05,180.91,0.0,0.0,01/01/2022,31/12/2025,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, en especial la No. 130 de 2019, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía de su mercado regulado, para los años 2022 - 2025",CP-HLAC2021-001/ELECTROHUILA/HLAC/01%2F01%2F2022/31%2F12%2F2025/false/Regulado,CP-HLAC2021-001,HLAC,ELECTROHUILA,25/01/2021,01/01/2022 al 31/12/2025,01/01/2022,31/12/2025,1460.0,48.0,29/01/2021,18/02/2021,19/03/2021,02/04/2021,21/04/2021,Cerrada y adjudicada,Regulado,NO,,,,04/05/2021
828,CP-HLAC2021-001-PROD06,147.67,0.0,0.0,01/01/2022,31/12/2025,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, en especial la No. 130 de 2019, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía de su mercado regulado, para los años 2022 - 2025",CP-HLAC2021-001/ELECTROHUILA/HLAC/01%2F01%2F2022/31%2F12%2F2025/false/Regulado,CP-HLAC2021-001,HLAC,ELECTROHUILA,25/01/2021,01/01/2022 al 31/12/2025,01/01/2022,31/12/2025,1460.0,48.0,29/01/2021,18/02/2021,19/03/2021,02/04/2021,21/04/2021,Cerrada y adjudicada,Regulado,NO,,,,04/05/2021
829,CP-HLAC2021-001-PROD07,106.75,106.75,194.2,01/01/2022,31/12/2025,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, en especial la No. 130 de 2019, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía de su mercado regulado, para los años 2022 - 2025",CP-HLAC2021-001/ELECTROHUILA/HLAC/01%2F01%2F2022/31%2F12%2F2025/false/Regulado,CP-HLAC2021-001,HLAC,ELECTROHUILA,25/01/2021,01/01/2022 al 31/12/2025,01/01/2022,31/12/2025,1460.0,48.0,29/01/2021,18/02/2021,19/03/2021,02/04/2021,21/04/2021,Cerrada y adjudicada,Regulado,NO,,,,04/05/2021
830,CP-CSSC2021-001-PROD01,554.7,189.1,228.5,01/05/2021,31/12/2026,Comprar el suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1° de mayo de 2021 al 31 de diciembre de 2026.,CP-CSSC2021-001/Air-e/CSSC/01%2F05%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2021-001,CSSC,Air-e,25/01/2021,01/05/2021 al 31/12/2026,01/05/2021,31/12/2026,2070.0,68.05479452054794,25/01/2021,12/02/2021,12/03/2021,26/03/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
831,CP-CSSC2021-001-PROD02,479.8,0.0,0.0,01/05/2021,31/12/2026,Comprar el suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1° de mayo de 2021 al 31 de diciembre de 2026.,CP-CSSC2021-001/Air-e/CSSC/01%2F05%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2021-001,CSSC,Air-e,25/01/2021,01/05/2021 al 31/12/2026,01/05/2021,31/12/2026,2070.0,68.05479452054794,25/01/2021,12/02/2021,12/03/2021,26/03/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
832,CP-CSSC2021-001-PROD03,986.0,287.2,240.5,01/05/2021,31/12/2026,Comprar el suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1° de mayo de 2021 al 31 de diciembre de 2026.,CP-CSSC2021-001/Air-e/CSSC/01%2F05%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2021-001,CSSC,Air-e,25/01/2021,01/05/2021 al 31/12/2026,01/05/2021,31/12/2026,2070.0,68.05479452054794,25/01/2021,12/02/2021,12/03/2021,26/03/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
833,CP-CSSC2021-001-PROD04,952.7,0.0,0.0,01/05/2021,31/12/2026,Comprar el suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1° de mayo de 2021 al 31 de diciembre de 2026.,CP-CSSC2021-001/Air-e/CSSC/01%2F05%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2021-001,CSSC,Air-e,25/01/2021,01/05/2021 al 31/12/2026,01/05/2021,31/12/2026,2070.0,68.05479452054794,25/01/2021,12/02/2021,12/03/2021,26/03/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
834,CP-CSSC2021-001-PROD05,1551.2,0.0,0.0,01/05/2021,31/12/2026,Comprar el suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1° de mayo de 2021 al 31 de diciembre de 2026.,CP-CSSC2021-001/Air-e/CSSC/01%2F05%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2021-001,CSSC,Air-e,25/01/2021,01/05/2021 al 31/12/2026,01/05/2021,31/12/2026,2070.0,68.05479452054794,25/01/2021,12/02/2021,12/03/2021,26/03/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
835,CP-CSSC2021-001-PROD06,1753.2,1185.2,218.4,01/05/2021,31/12/2026,Comprar el suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1° de mayo de 2021 al 31 de diciembre de 2026.,CP-CSSC2021-001/Air-e/CSSC/01%2F05%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2021-001,CSSC,Air-e,25/01/2021,01/05/2021 al 31/12/2026,01/05/2021,31/12/2026,2070.0,68.05479452054794,25/01/2021,12/02/2021,12/03/2021,26/03/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
836,CP-CMMC2021-001-PROD01,390.7,284.5,223.68,15/04/2021,31/12/2026,"Caribemar de la Costa solicita energía para atender parte de la demanda de su mercado regulado, durante el periodo comprendido entre 15 de abril de 2021 hasta 31 de diciembre 2026",CP-CMMC2021-001/CARIBEMAR/CMMC/15%2F04%2F2021/31%2F12%2F2026/false/Regulado,CP-CMMC2021-001,CMMC,CARIBEMAR,12/01/2021,15/04/2021 al 31/12/2026,15/04/2021,31/12/2026,2086.0,68.58082191780822,12/01/2021,22/01/2021,19/02/2021,04/03/2021,25/03/2021,Cerrada y adjudicada,Regulado,NO,,,,06/04/2021
837,CP-CMMC2021-001-PROD02,444.43,94.3,219.03,15/04/2021,31/12/2026,"Caribemar de la Costa solicita energía para atender parte de la demanda de su mercado regulado, durante el periodo comprendido entre 15 de abril de 2021 hasta 31 de diciembre 2026",CP-CMMC2021-001/CARIBEMAR/CMMC/15%2F04%2F2021/31%2F12%2F2026/false/Regulado,CP-CMMC2021-001,CMMC,CARIBEMAR,12/01/2021,15/04/2021 al 31/12/2026,15/04/2021,31/12/2026,2086.0,68.58082191780822,12/01/2021,22/01/2021,19/02/2021,04/03/2021,25/03/2021,Cerrada y adjudicada,Regulado,NO,,,,06/04/2021
838,CP-CMMC2021-001-PROD03,2380.2,706.7,212.56,15/04/2021,31/12/2026,"Caribemar de la Costa solicita energía para atender parte de la demanda de su mercado regulado, durante el periodo comprendido entre 15 de abril de 2021 hasta 31 de diciembre 2026",CP-CMMC2021-001/CARIBEMAR/CMMC/15%2F04%2F2021/31%2F12%2F2026/false/Regulado,CP-CMMC2021-001,CMMC,CARIBEMAR,12/01/2021,15/04/2021 al 31/12/2026,15/04/2021,31/12/2026,2086.0,68.58082191780822,12/01/2021,22/01/2021,19/02/2021,04/03/2021,25/03/2021,Cerrada y adjudicada,Regulado,NO,,,,06/04/2021
839,CP-CMMC2021-001-PROD04,4429.62,1845.2,194.33,15/04/2021,31/12/2026,"Caribemar de la Costa solicita energía para atender parte de la demanda de su mercado regulado, durante el periodo comprendido entre 15 de abril de 2021 hasta 31 de diciembre 2026",CP-CMMC2021-001/CARIBEMAR/CMMC/15%2F04%2F2021/31%2F12%2F2026/false/Regulado,CP-CMMC2021-001,CMMC,CARIBEMAR,12/01/2021,15/04/2021 al 31/12/2026,15/04/2021,31/12/2026,2086.0,68.58082191780822,12/01/2021,22/01/2021,19/02/2021,04/03/2021,25/03/2021,Cerrada y adjudicada,Regulado,NO,,,,06/04/2021
840,CP-RTQC2020-006-PROD01,8.8,0.0,0.0,01/04/2021,31/12/2025,RUITOQUE S.A E.S.P. requiere contratar el suministro de energía para atender su demanda regulada durante el periodo comprendido entre el 01 de abril de 2021 al 31 de diciembre de 2023 y entre el 01 de enero y el 31 de diciembre de 2025.,CP-RTQC2020-006/RUITOQUE/RTQC/01%2F04%2F2021/31%2F12%2F2025/false/Regulado,CP-RTQC2020-006,RTQC,RUITOQUE,28/12/2020,01/04/2021 al 31/12/2025,01/04/2021,31/12/2025,1735.0,57.04109589041096,28/12/2020,15/01/2021,12/02/2021,25/02/2021,12/03/2021,Cerrada y adjudicada,Regulado,NO,,,,18/03/2021
841,CP-RTQC2020-006-PROD02,8.33,0.0,0.0,01/04/2021,31/12/2025,RUITOQUE S.A E.S.P. requiere contratar el suministro de energía para atender su demanda regulada durante el periodo comprendido entre el 01 de abril de 2021 al 31 de diciembre de 2023 y entre el 01 de enero y el 31 de diciembre de 2025.,CP-RTQC2020-006/RUITOQUE/RTQC/01%2F04%2F2021/31%2F12%2F2025/false/Regulado,CP-RTQC2020-006,RTQC,RUITOQUE,28/12/2020,01/04/2021 al 31/12/2025,01/04/2021,31/12/2025,1735.0,57.04109589041096,28/12/2020,15/01/2021,12/02/2021,25/02/2021,12/03/2021,Cerrada y adjudicada,Regulado,NO,,,,18/03/2021
842,CP-RTQC2020-006-PROD03,16.61,0.0,0.0,01/04/2021,31/12/2025,RUITOQUE S.A E.S.P. requiere contratar el suministro de energía para atender su demanda regulada durante el periodo comprendido entre el 01 de abril de 2021 al 31 de diciembre de 2023 y entre el 01 de enero y el 31 de diciembre de 2025.,CP-RTQC2020-006/RUITOQUE/RTQC/01%2F04%2F2021/31%2F12%2F2025/false/Regulado,CP-RTQC2020-006,RTQC,RUITOQUE,28/12/2020,01/04/2021 al 31/12/2025,01/04/2021,31/12/2025,1735.0,57.04109589041096,28/12/2020,15/01/2021,12/02/2021,25/02/2021,12/03/2021,Cerrada y adjudicada,Regulado,NO,,,,18/03/2021
843,CP-RTQC2020-006-PROD04,19.2,19.2,193.34,01/04/2021,31/12/2025,RUITOQUE S.A E.S.P. requiere contratar el suministro de energía para atender su demanda regulada durante el periodo comprendido entre el 01 de abril de 2021 al 31 de diciembre de 2023 y entre el 01 de enero y el 31 de diciembre de 2025.,CP-RTQC2020-006/RUITOQUE/RTQC/01%2F04%2F2021/31%2F12%2F2025/false/Regulado,CP-RTQC2020-006,RTQC,RUITOQUE,28/12/2020,01/04/2021 al 31/12/2025,01/04/2021,31/12/2025,1735.0,57.04109589041096,28/12/2020,15/01/2021,12/02/2021,25/02/2021,12/03/2021,Cerrada y adjudicada,Regulado,NO,,,,18/03/2021
844,CP-EMEC2020-002-PROD01,14.0,7.0,209.0,01/03/2021,31/12/2022,La Empresa Municipal de energía Eléctrica S.A E.S.P está interesada en recibir ofertas de suministro de energía eléctrica para atender su mercado regulado para el periodo comprendido entre el 1 de Marzo de 2021 hasta el 31 de diciembre de 2022.,CP-EMEC2020-002/EMEE/EMEC/01%2F03%2F2021/31%2F12%2F2022/false/Regulado,CP-EMEC2020-002,EMEC,EMEE,10/12/2020,01/03/2021 al 31/12/2022,01/03/2021,31/12/2022,670.0,22.027397260273972,10/12/2020,23/12/2020,25/01/2021,05/02/2021,12/02/2021,Cerrada y adjudicada,Regulado,NO,,,,23/02/2021
845,CP-EPSC2020-002-PROD01,177.85,0.0,0.0,01/01/2024,31/12/2025,Compra de energía con destino al mercado regulado de Celsia Colombia S.A.E.S.P. para el periodo 1 de enero de 2024 al 31 de diciembre de 2025,CP-EPSC2020-002/CELSIA Colombia/EPSC/01%2F01%2F2024/31%2F12%2F2025/false/Regulado,CP-EPSC2020-002,EPSC,CELSIA Colombia,02/12/2020,01/01/2024 al 31/12/2025,01/01/2024,31/12/2025,730.0,24.0,04/12/2020,29/12/2020,28/01/2021,09/02/2021,02/03/2021,Cerrada y adjudicada,Regulado,NO,,,,17/03/2021
846,CP-EPSC2020-002-PROD02,993.69,993.69,193.26,01/01/2024,31/12/2025,Compra de energía con destino al mercado regulado de Celsia Colombia S.A.E.S.P. para el periodo 1 de enero de 2024 al 31 de diciembre de 2025,CP-EPSC2020-002/CELSIA Colombia/EPSC/01%2F01%2F2024/31%2F12%2F2025/false/Regulado,CP-EPSC2020-002,EPSC,CELSIA Colombia,02/12/2020,01/01/2024 al 31/12/2025,01/01/2024,31/12/2025,730.0,24.0,04/12/2020,29/12/2020,28/01/2021,09/02/2021,02/03/2021,Cerrada y adjudicada,Regulado,NO,,,,17/03/2021
847,CP-CSSC2020-002-PROD01,488.11,177.47,221.43,01/03/2021,31/12/2026,AIR-E S.A.S E.S.P solicita suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de marzo de 2021 al 31 de diciembre de 2026.,CP-CSSC2020-002/Air-e/CSSC/01%2F03%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2020-002,CSSC,Air-e,30/11/2020,01/03/2021 al 31/12/2026,01/03/2021,31/12/2026,2131.0,70.06027397260274,30/11/2020,09/12/2020,08/01/2021,22/01/2021,11/02/2021,Cerrada y adjudicada,Regulado,NO,,,,16/02/2021
848,CP-CSSC2020-002-PROD02,840.83,0.0,0.0,01/03/2021,31/12/2026,AIR-E S.A.S E.S.P solicita suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de marzo de 2021 al 31 de diciembre de 2026.,CP-CSSC2020-002/Air-e/CSSC/01%2F03%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2020-002,CSSC,Air-e,30/11/2020,01/03/2021 al 31/12/2026,01/03/2021,31/12/2026,2131.0,70.06027397260274,30/11/2020,09/12/2020,08/01/2021,22/01/2021,11/02/2021,Cerrada y adjudicada,Regulado,NO,,,,16/02/2021
849,CP-CSSC2020-002-PROD03,152.39,51.88,237.4,01/03/2021,31/12/2026,AIR-E S.A.S E.S.P solicita suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de marzo de 2021 al 31 de diciembre de 2026.,CP-CSSC2020-002/Air-e/CSSC/01%2F03%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2020-002,CSSC,Air-e,30/11/2020,01/03/2021 al 31/12/2026,01/03/2021,31/12/2026,2131.0,70.06027397260274,30/11/2020,09/12/2020,08/01/2021,22/01/2021,11/02/2021,Cerrada y adjudicada,Regulado,NO,,,,16/02/2021
850,CP-CSSC2020-002-PROD04,1081.17,59.98,235.0,01/03/2021,31/12/2026,AIR-E S.A.S E.S.P solicita suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de marzo de 2021 al 31 de diciembre de 2026.,CP-CSSC2020-002/Air-e/CSSC/01%2F03%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2020-002,CSSC,Air-e,30/11/2020,01/03/2021 al 31/12/2026,01/03/2021,31/12/2026,2131.0,70.06027397260274,30/11/2020,09/12/2020,08/01/2021,22/01/2021,11/02/2021,Cerrada y adjudicada,Regulado,NO,,,,16/02/2021
851,CP-CSSC2020-002-PROD05,1126.35,0.0,0.0,01/03/2021,31/12/2026,AIR-E S.A.S E.S.P solicita suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de marzo de 2021 al 31 de diciembre de 2026.,CP-CSSC2020-002/Air-e/CSSC/01%2F03%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2020-002,CSSC,Air-e,30/11/2020,01/03/2021 al 31/12/2026,01/03/2021,31/12/2026,2131.0,70.06027397260274,30/11/2020,09/12/2020,08/01/2021,22/01/2021,11/02/2021,Cerrada y adjudicada,Regulado,NO,,,,16/02/2021
852,CP-CSSC2020-002-PROD06,1753.2,0.0,0.0,01/03/2021,31/12/2026,AIR-E S.A.S E.S.P solicita suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de marzo de 2021 al 31 de diciembre de 2026.,CP-CSSC2020-002/Air-e/CSSC/01%2F03%2F2021/31%2F12%2F2026/false/Regulado,CP-CSSC2020-002,CSSC,Air-e,30/11/2020,01/03/2021 al 31/12/2026,01/03/2021,31/12/2026,2131.0,70.06027397260274,30/11/2020,09/12/2020,08/01/2021,22/01/2021,11/02/2021,Cerrada y adjudicada,Regulado,NO,,,,16/02/2021
853,CP-EDQC2020-001-PROD01,31.45,31.45,219.81,01/04/2021,31/12/2026,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período del 01 de abril de 2021 al 31 de diciembre de 2026.",CP-EDQC2020-001/EDEQ/EDQC/01%2F04%2F2021/31%2F12%2F2026/false/Regulado,CP-EDQC2020-001,EDQC,EDEQ,19/11/2020,01/04/2021 al 31/12/2026,01/04/2021,31/12/2026,2100.0,69.04109589041096,23/11/2020,15/12/2020,15/01/2021,28/01/2021,18/02/2021,Cerrada y adjudicada,Regulado,NO,,,,24/02/2021
854,CP-EDQC2020-001-PROD02,59.67,0.0,0.0,01/04/2021,31/12/2026,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período del 01 de abril de 2021 al 31 de diciembre de 2026.",CP-EDQC2020-001/EDEQ/EDQC/01%2F04%2F2021/31%2F12%2F2026/false/Regulado,CP-EDQC2020-001,EDQC,EDEQ,19/11/2020,01/04/2021 al 31/12/2026,01/04/2021,31/12/2026,2100.0,69.04109589041096,23/11/2020,15/12/2020,15/01/2021,28/01/2021,18/02/2021,Cerrada y adjudicada,Regulado,NO,,,,24/02/2021
855,CP-EDQC2020-001-PROD03,154.94,0.0,0.0,01/04/2021,31/12/2026,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período del 01 de abril de 2021 al 31 de diciembre de 2026.",CP-EDQC2020-001/EDEQ/EDQC/01%2F04%2F2021/31%2F12%2F2026/false/Regulado,CP-EDQC2020-001,EDQC,EDEQ,19/11/2020,01/04/2021 al 31/12/2026,01/04/2021,31/12/2026,2100.0,69.04109589041096,23/11/2020,15/12/2020,15/01/2021,28/01/2021,18/02/2021,Cerrada y adjudicada,Regulado,NO,,,,24/02/2021
856,CP-EDQC2020-001-PROD04,116.63,116.63,199.51,01/04/2021,31/12/2026,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período del 01 de abril de 2021 al 31 de diciembre de 2026.",CP-EDQC2020-001/EDEQ/EDQC/01%2F04%2F2021/31%2F12%2F2026/false/Regulado,CP-EDQC2020-001,EDQC,EDEQ,19/11/2020,01/04/2021 al 31/12/2026,01/04/2021,31/12/2026,2100.0,69.04109589041096,23/11/2020,15/12/2020,15/01/2021,28/01/2021,18/02/2021,Cerrada y adjudicada,Regulado,NO,,,,24/02/2021
857,CP-EDQC2020-001-PROD05,174.8,174.8,195.3,01/04/2021,31/12/2026,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período del 01 de abril de 2021 al 31 de diciembre de 2026.",CP-EDQC2020-001/EDEQ/EDQC/01%2F04%2F2021/31%2F12%2F2026/false/Regulado,CP-EDQC2020-001,EDQC,EDEQ,19/11/2020,01/04/2021 al 31/12/2026,01/04/2021,31/12/2026,2100.0,69.04109589041096,23/11/2020,15/12/2020,15/01/2021,28/01/2021,18/02/2021,Cerrada y adjudicada,Regulado,NO,,,,24/02/2021
858,CP-EDQC2020-001-PROD06,175.82,175.82,191.73,01/04/2021,31/12/2026,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período del 01 de abril de 2021 al 31 de diciembre de 2026.",CP-EDQC2020-001/EDEQ/EDQC/01%2F04%2F2021/31%2F12%2F2026/false/Regulado,CP-EDQC2020-001,EDQC,EDEQ,19/11/2020,01/04/2021 al 31/12/2026,01/04/2021,31/12/2026,2100.0,69.04109589041096,23/11/2020,15/12/2020,15/01/2021,28/01/2021,18/02/2021,Cerrada y adjudicada,Regulado,NO,,,,24/02/2021
859,CP-CDSC2020-003-PROD01,3776.0,459.0,233.99,01/01/2022,31/12/2026,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",CP-CDSC2020-003/CODENSA/CDSC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-CDSC2020-003,CDSC,CODENSA,12/11/2020,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,17/11/2020,09/12/2020,08/01/2021,22/01/2021,27/01/2021,Cerrada y adjudicada,Regulado,NO,,,,01/02/2021
860,CP-CDSC2020-003-PROD02,2093.0,0.0,0.0,01/01/2022,31/12/2026,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",CP-CDSC2020-003/CODENSA/CDSC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-CDSC2020-003,CDSC,CODENSA,12/11/2020,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,17/11/2020,09/12/2020,08/01/2021,22/01/2021,27/01/2021,Cerrada y adjudicada,Regulado,NO,,,,01/02/2021
861,CP-CDSC2020-003-PROD03,1468.0,1468.0,200.23,01/01/2022,31/12/2026,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",CP-CDSC2020-003/CODENSA/CDSC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-CDSC2020-003,CDSC,CODENSA,12/11/2020,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,17/11/2020,09/12/2020,08/01/2021,22/01/2021,27/01/2021,Cerrada y adjudicada,Regulado,NO,,,,01/02/2021
862,CP-CDSC2020-003-PROD04,454.0,454.0,192.5,01/01/2022,31/12/2026,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",CP-CDSC2020-003/CODENSA/CDSC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-CDSC2020-003,CDSC,CODENSA,12/11/2020,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,17/11/2020,09/12/2020,08/01/2021,22/01/2021,27/01/2021,Cerrada y adjudicada,Regulado,NO,,,,01/02/2021
